Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today,revenue_value,net_income_margin,operating_cash_flow_margin,fcf_proxy,fcf_proxy_margin,financing_dependence,accrual_spread,asset_turnover,cash_quality_score,cash_quality_bucket
FN,$1B-$2B,187127000,1979648000,-39151000,-70449000,142222000,176.6216,1989366000.0,0.094064,0.071491,71773000.0,0.036078,0.0,0.022573,1.004909,0.084997,0 to 1 okay
FNKO,$100M-$500M,-55311000,804645000,63509000,-17787000,-30270000,-55.2361,251878000.0,-0.219594,-0.120177,-48057000.0,-0.190795,0.252142,-0.099417,0.31303,-0.662531,-1 to 0 mixed
FOR,$500M-$1B,47700000,2470700000,-700000,1300000,21300000,-11.6185,518200000.0,0.092049,0.041104,22600000.0,0.043613,0.0,0.050946,0.209738,0.033771,0 to 1 okay
FORM,$100M-$500M,1342000,1106794000,4378000,-13539000,12309000,136.3719,167448000.0,0.008014,0.073509,-1230000.0,-0.007346,0.026145,-0.065495,0.151291,-0.025477,-1 to 0 mixed
FORR,$100M-$500M,-4075000,564174000,-14239000,1342000,12282000,-64.0222,113670000.0,-0.035849,0.10805,13624000.0,0.119856,0.0,-0.143899,0.20148,0.084006,0 to 1 okay
FOX,$10B-$50B,884000000,21866000000,-2043000000,-318000000,1307000000,77.5513,11881000000.0,0.074405,0.110008,989000000.0,0.083242,0.0,-0.035603,0.543355,0.157647,0 to 1 okay
FOXA,$10B-$50B,884000000,21866000000,-2043000000,-318000000,1307000000,84.874,11881000000.0,0.074405,0.110008,989000000.0,0.083242,0.0,-0.035603,0.543355,0.157647,0 to 1 okay
FOXF,$100M-$500M,41767000,2242298000,157844000,-144336000,-66835000,-64.4984,399851000.0,0.104456,-0.16715,-211171000.0,-0.528124,0.394757,0.271606,0.178322,-1.361637,-2 to -1 weak
FRSH,$100M-$500M,-42664000,1456772000,-12428000,41336000,11504000,-33.6342,137692000.0,-0.309851,0.083549,52840000.0,0.383755,0.0,-0.3934,0.094519,0.073904,0 to 1 okay
FRT,$100M-$500M,55335000,8436512000,-31266000,-100811000,143007000,10.8583,273059000.0,0.202649,0.523722,42196000.0,0.154531,0.0,-0.321073,0.032366,0.357179,0 to 1 okay
FSLR,$500M-$1B,42561000,10365132000,107686000,-645227000,-34598000,-13.0056,548286000.0,0.077626,-0.063102,-679825000.0,-1.239909,0.196405,0.140728,0.052897,-1.640144,-2 to -1 weak
FSTR,$100M-$500M,-2152000,313206000,-12022000,4661000,6932000,45.9028,118702000.0,-0.018129,0.058398,11593000.0,0.097665,0.0,-0.076528,0.37899,0.079535,0 to 1 okay
FTAI,$100M-$500M,29397000,2964685000,-38445000,-12323000,38697000,123.4298,292718000.0,0.100428,0.132199,26374000.0,0.0901,0.0,-0.031771,0.098735,0.190528,0 to 1 okay
FTDR,$100M-$500M,22000000,1089000000,-7000000,-8000000,60000000,79.316,367000000.0,0.059946,0.163488,52000000.0,0.141689,0.0,-0.103542,0.337006,0.201635,0 to 1 okay
FTNT,$1B-$2B,247700000,7258900000,-13700000,-42400000,677500000,38.193,1262300000.0,0.196229,0.536719,635100000.0,0.503129,0.0,-0.34049,0.173897,0.699358,0 to 1 okay
FTRE,$2B-$10B,186200000,4332600000,-6300000,-54000000,82700000,-56.9149,2837000000.0,0.065633,0.029151,28700000.0,0.010116,0.0,0.036482,0.654803,0.002785,0 to 1 okay
FTV,$1B-$2B,173600000,16911800000,-187100000,-24800000,174400000,9.5042,1460700000.0,0.118847,0.119395,149600000.0,0.102417,0.0,-0.000548,0.086372,0.221264,0 to 1 okay
FUBO,$100M-$500M,-83613000,1232640000,103687000,-3918000,-78189000,-22.3118,324374000.0,-0.257767,-0.241046,-82107000.0,-0.253124,0.319653,-0.016721,0.263154,-0.830544,-1 to 0 mixed
FWONA,$2B-$10B,15000000,41168000000,-257000000,-415000000,661000000,25.5435,2556000000.0,0.005869,0.258607,246000000.0,0.096244,0.0,-0.252739,0.062087,0.102113,0 to 1 okay
FWONK,$2B-$10B,15000000,41168000000,-257000000,-415000000,661000000,21.725,2556000000.0,0.005869,0.258607,246000000.0,0.096244,0.0,-0.252739,0.062087,0.102113,0 to 1 okay
FWRD,$100M-$500M,36368000,2979533000,-122873000,-64411000,196814000,21.9128,357709000.0,0.101669,0.550207,132403000.0,0.370142,0.0,-0.448538,0.120055,0.471811,0 to 1 okay
FWRG,$100M-$500M,9360000,1267045000,-1958000,-14441000,21143000,-25.0991,211406000.0,0.044275,0.100011,6702000.0,0.031702,0.0,-0.055736,0.16685,0.075977,0 to 1 okay
GATX,$100M-$500M,77400000,11326000000,-98300000,-122900000,95000000,49.6125,338900000.0,0.228386,0.280319,-27900000.0,-0.082325,0.0,-0.051933,0.029922,0.146061,0 to 1 okay
GBTG,$500M-$1B,-27000000,3751000000,122000000,-32000000,-77000000,-12.5758,578000000.0,-0.046713,-0.133218,-109000000.0,-0.188581,0.211073,0.086505,0.154092,-0.619377,-1 to 0 mixed
GBX,$1B-$2B,16400000,3978400000,23700000,-105200000,-96400000,-0.8281,1888500000.0,0.008684,-0.051046,-201600000.0,-0.106751,0.01255,0.05973,0.474688,-0.230077,-1 to 0 mixed
GCO,$100M-$500M,-18890000,1495312000,61783000,-17148000,-60445000,33.2687,483332000.0,-0.039083,-0.125059,-77593000.0,-0.160538,0.127827,0.085976,0.323232,-0.4994,-1 to 0 mixed
GCT,$100M-$500M,15941000,846909000,-916000,-137000,20346000,45.7953,127797000.0,0.124737,0.159206,20209000.0,0.158134,0.0,-0.034469,0.150898,0.28287,0 to 1 okay
GD,$2B-$10B,730000000,54810000000,-475000000,-190000000,1462000000,20.1373,9881000000.0,0.073879,0.147961,1272000000.0,0.128732,0.0,-0.074082,0.180277,0.202611,0 to 1 okay
GDDY,$1B-$2B,47300000,7564900000,-124200000,-22800000,270300000,-39.0085,1036000000.0,0.045656,0.260907,247500000.0,0.2389,0.0,-0.215251,0.136948,0.284556,0 to 1 okay
GDEN,$100M-$500M,11630000,1452283000,-15516000,-24861000,54546000,-8.129,278051000.0,0.041827,0.196173,29685000.0,0.106761,0.0,-0.154346,0.191458,0.148588,0 to 1 okay
GDOT,$100M-$500M,36012000,4817122000,-161648000,-32720000,100532000,27.6371,416380000.0,0.086488,0.241443,67812000.0,0.162861,0.0,-0.154955,0.086438,0.249349,0 to 1 okay
GDRX,$100M-$500M,-3290000,1588800000,-14090000,-14288000,32288000,-70.3065,183986000.0,-0.017882,0.175492,18000000.0,0.097834,0.0,-0.193373,0.115802,0.079952,0 to 1 okay
GE,$10B-$50B,7506000000,163045000000,-3232000000,-1796000000,-259000000,91.7346,14486000000.0,0.518155,-0.017879,-2055000000.0,-0.141861,0.0,0.536035,0.088847,-0.695775,-1 to 0 mixed
GEF,$1B-$2B,201100000,5960800000,215600000,-451000000,243700000,14.715,1708300000.0,0.117719,0.142656,-207300000.0,-0.121349,0.126207,-0.024937,0.286589,-0.129837,-1 to 0 mixed
GEHC,$2B-$10B,372000000,32454000000,673000000,-266000000,468000000,-5.8711,4707000000.0,0.079031,0.099426,202000000.0,0.042915,0.142979,-0.020395,0.145036,-0.021033,-1 to 0 mixed
GEN,$2B-$10B,836000000,15947000000,-333000000,326000000,974000000,-23.6589,2796000000.0,0.298999,0.348355,1300000000.0,0.46495,0.0,-0.049356,0.175331,0.763948,0 to 1 okay
GEO,$500M-$1B,28003000,3696406000,-45878000,-15162000,94740000,29.7222,608209000.0,0.046042,0.155769,79578000.0,0.13084,0.0,-0.109727,0.164541,0.176882,0 to 1 okay
GETY,$100M-$500M,3203000,2601761000,-47000,-15525000,31915000,-72.1656,235642000.0,0.013593,0.135439,16390000.0,0.069555,0.0,-0.121846,0.09057,0.083147,0 to 1 okay
GEV,$2B-$10B,-315000000,46121000000,704000000,-41000000,-690000000,479.7193,6822000000.0,-0.046174,-0.101143,-731000000.0,-0.107153,0.103196,0.054969,0.147915,-0.366461,-1 to 0 mixed
GFF,$1B-$2B,48702000,2418879000,-99631000,-2571000,83125000,46.0524,1360368000.0,0.035801,0.061105,80554000.0,0.059215,0.0,-0.025304,0.562396,0.095015,0 to 1 okay
GH,$100M-$500M,-133533000,1786421000,-854000,157224000,-74441000,209.7237,128714000.0,-1.03744,-0.578344,82783000.0,0.643155,0.0,-0.459095,0.072051,-0.394285,-1 to 0 mixed
GHC,$1B-$2B,52272000,7187730000,-57802000,-1954000,22811000,65.2398,1031546000.0,0.050673,0.022113,20857000.0,0.020219,0.0,0.02856,0.143515,0.013773,0 to 1 okay
GHM,$100M-$500M,-8773000,203918000,14419000,-57106000,-2219000,233.8068,122814000.0,-0.071433,-0.018068,-59325000.0,-0.483048,0.117405,-0.053365,0.602272,-0.671886,-1 to 0 mixed
GIC,$100M-$500M,13200000,513400000,-7900000,-700000,28300000,9.1489,273800000.0,0.04821,0.10336,27600000.0,0.100804,0.0,-0.05515,0.533307,0.149014,0 to 1 okay
GIII,$500M-$1B,3236000,2554483000,-95752000,-8630000,201831000,16.239,529042000.0,0.006117,0.381503,193201000.0,0.36519,0.0,-0.375386,0.207103,0.371307,0 to 1 okay
GILD,$2B-$10B,1010000000,62125000000,-1406000000,-826000000,1744000000,106.2363,6352000000.0,0.159005,0.274559,918000000.0,0.144521,0.0,-0.115554,0.102245,0.303526,0 to 1 okay
GIS,$2B-$10B,2707300000,31451700000,-2503200000,-1690700000,3316100000,-45.1048,2134300000.0,1.268472,1.553718,1625400000.0,0.761561,0.0,-0.285246,0.06786,2.030033,>=2 strong
GL,$1B-$2B,223610000,28051499000,-151740000,-247770000,477330000,83.6221,1321318000.0,0.169233,0.361253,229560000.0,0.173736,0.0,-0.19202,0.047103,0.342968,0 to 1 okay
GLPI,$100M-$500M,183351000,11806658000,-51368000,-422076000,241183000,5.4977,355214000.0,0.516171,0.678979,-180893000.0,-0.509251,0.0,-0.162809,0.030086,0.00692,0 to 1 okay
GLW,$2B-$10B,176000000,28500000000,-248000000,-228000000,-49000000,333.6415,3178000000.0,0.055381,-0.015419,-277000000.0,-0.087162,0.0,0.070799,0.111509,-0.173379,-1 to 0 mixed
GM,$10B-$50B,2395000000,267004000000,-1685000000,-2262000000,3086000000,64.9613,39985000000.0,0.059897,0.077179,824000000.0,0.020608,0.0,-0.017281,0.149754,0.080505,0 to 1 okay
GNE,$100M-$500M,14431000,330555000,-3273000,-4162000,11234000,-4.446,105276000.0,0.137078,0.10671,7072000.0,0.067176,0.0,0.030368,0.318483,0.143518,0 to 1 okay
GNTX,$500M-$1B,97578261,2611437552,-47819943,-72396645,120914110,-27.942,550761311.0,0.17717,0.21954,48517465.0,0.088092,0.0,-0.04237,0.210903,0.265261,0 to 1 okay
GNW,$1B-$2B,122000000,90817000000,-428000000,364000000,-92000000,48.2558,1854000000.0,0.065804,-0.049622,272000000.0,0.14671,0.0,0.115426,0.020415,-0.018339,-1 to 0 mixed
GO,$500M-$1B,13720000,2969586000,-67898000,-40347000,87632000,-64.2084,965467000.0,0.014211,0.090766,47285000.0,0.048976,0.0,-0.076556,0.325118,0.063187,0 to 1 okay
GOLD,$2B-$10B,114526000,1545571000,-18023000,15092000,43249000,43.6753,6167206000.0,0.01857,0.007013,58341000.0,0.00946,0.0,0.011557,3.990244,0.004915,0 to 1 okay
GOLF,$500M-$1B,93275000,2196677000,119310000,-34834000,-86418000,52.9403,686290000.0,0.135912,-0.125921,-121252000.0,-0.176677,0.173848,0.261832,0.312422,-0.738278,-1 to 0 mixed
GOOG,>$50B,15051000000,402392000000,-16568000000,-2946000000,23509000000,70.6093,69787000000.0,0.215671,0.336868,20563000000.0,0.294654,0.0,-0.121197,0.17343,0.510324,0 to 1 okay
GOOGL,>$50B,15051000000,402392000000,-16568000000,-2946000000,23509000000,73.3705,69787000000.0,0.215671,0.336868,20563000000.0,0.294654,0.0,-0.121197,0.17343,0.510324,0 to 1 okay
GPC,$2B-$10B,303957000,17968454000,-157813000,-45236000,197507000,-22.7877,5765118000.0,0.052723,0.034259,152271000.0,0.026412,0.0,0.018464,0.320847,0.042207,0 to 1 okay
GPI,$2B-$10B,158400000,7774100000,-67000000,-104600000,143400000,15.0527,4130000000.0,0.038354,0.034722,38800000.0,0.009395,0.0,0.003632,0.531251,0.040484,0 to 1 okay
GPN,$2B-$10B,-11041000,50570186000,3610829000,-4206793000,599526000,-29.3608,2292447000.0,-0.004816,0.261522,-3607267000.0,-1.573544,1.575098,-0.266339,0.045332,-3.153459,<=-2 bad
GPOR,$500M-$1B,523054000,3267613000,-179273000,-128581000,304055000,23.529,731221000.0,0.715316,0.415818,175474000.0,0.239974,0.0,0.299498,0.223778,0.356294,0 to 1 okay
GRBK,$100M-$500M,64180000,1902832000,-49189000,-3101000,154707000,23.4966,452061000.0,0.141972,0.342226,151606000.0,0.335366,0.0,-0.200254,0.237573,0.477338,0 to 1 okay
GRC,$100M-$500M,6520000,890358000,-7004000,-6024000,18622000,102.33,406150000.0,0.016053,0.04585,12598000.0,0.031018,0.0,-0.029797,0.456165,0.047071,0 to 1 okay
GRMN,$1B-$2B,202327000,8603569000,-192289000,-7899000,279210000,57.7546,1147424000.0,0.176332,0.243336,271311000.0,0.236452,0.0,-0.067005,0.133366,0.412784,0 to 1 okay
GRPN,$100M-$500M,-29147000,570956000,-29197000,-9013000,-76320000,-0.6549,121611000.0,-0.239674,-0.627575,-85333000.0,-0.701688,0.0,0.387901,0.212995,-1.717164,-2 to -1 weak
GT,$2B-$10B,-101000000,21582000000,1075000000,-456000000,-775000000,-36.775,4941000000.0,-0.020441,-0.156851,-1231000000.0,-0.24914,0.217567,0.13641,0.228941,-0.759968,-1 to 0 mixed
GTLB,$100M-$500M,-52469000,1317861000,7513000,24380000,-10961000,-56.5344,126878000.0,-0.413539,-0.08639,13419000.0,0.105763,0.059214,-0.327149,0.096276,-0.36699,-1 to 0 mixed
GTLS,$500M-$1B,-15000000,9102400000,1967800000,-4373800000,-32100000,43.8214,531500000.0,-0.028222,-0.060395,-4405900000.0,-8.289558,3.702352,0.032173,0.058391,-4.092568,<=-2 bad
GTM,$100M-$500M,44500000,6868300000,-29300000,-19600000,108600000,-52.0392,300700000.0,0.147988,0.361157,89000000.0,0.295976,0.0,-0.213169,0.043781,0.443964,0 to 1 okay
GTX,$500M-$1B,81000000,2527000000,-44000000,-8000000,92000000,145.7657,970000000.0,0.083505,0.094845,84000000.0,0.086598,0.0,-0.01134,0.383854,0.170103,0 to 1 okay
GWW,$2B-$10B,488000000,8147000000,-224000000,-96000000,454000000,27.1637,4091000000.0,0.119286,0.110975,358000000.0,0.087509,0.0,0.008311,0.502148,0.190174,0 to 1 okay
HAE,$500M-$1B,43375000,1934825000,-15749000,-86345000,172263000,-26.4713,993196000.0,0.043672,0.173443,85918000.0,0.086507,0.0,-0.129771,0.513326,0.130179,0 to 1 okay
HAIN,$1B-$2B,6923000,2258639000,-34792000,-13243000,26309000,-86.742,1348802000.0,0.005133,0.019505,13066000.0,0.009687,0.0,-0.014373,0.597175,0.01482,0 to 1 okay
HAL,$2B-$10B,651000000,24683000000,-249000000,-295000000,122000000,18.9782,9236000000.0,0.070485,0.013209,-173000000.0,-0.018731,0.0,0.057276,0.374185,-0.062798,-1 to 0 mixed
HALO,$100M-$500M,39615000,1733270000,-164614000,-60162000,86964000,25.2728,162143000.0,0.244321,0.536341,26802000.0,0.165299,0.0,-0.29202,0.093547,0.40962,0 to 1 okay
HAS,$1B-$2B,-22100000,8923700000,-156600000,-55600000,88800000,62.3717,1001000000.0,-0.022078,0.088711,33200000.0,0.033167,0.0,-0.110789,0.112173,0.011089,0 to 1 okay
HBAN,$100M-$500M,602000000,189368000000,5834000000,-2299000000,130000000,25.3612,377000000.0,1.596817,0.344828,-2169000000.0,-5.753316,15.474801,1.251989,0.001991,-4.907162,<=-2 bad
HBANL,$100M-$500M,602000000,189368000000,5834000000,-2299000000,130000000,4.0733,377000000.0,1.596817,0.344828,-2169000000.0,-5.753316,15.474801,1.251989,0.001991,-4.907162,<=-2 bad
HBANP,$100M-$500M,602000000,189368000000,5834000000,-2299000000,130000000,-2.3156,377000000.0,1.596817,0.344828,-2169000000.0,-5.753316,15.474801,1.251989,0.001991,-4.907162,<=-2 bad
HBB,$100M-$500M,-4777000,336607000,-33027000,-614000,34874000,22.0877,128252000.0,-0.037247,0.271918,34260000.0,0.26713,0.0,-0.309165,0.381014,0.229883,0 to 1 okay
HCA,$10B-$50B,1363000000,56211000000,-725000000,-1151000000,1803000000,36.6674,15591000000.0,0.087422,0.115644,652000000.0,0.041819,0.0,-0.028221,0.277366,0.129241,0 to 1 okay
HCC,$100M-$500M,182277000,2357058000,-74848000,-85018000,192934000,28.6755,253964000.0,0.717728,0.75969,107916000.0,0.424926,0.0,-0.041963,0.107746,1.142654,1 to 2 good
HCI,$100M-$500M,15338000,1811316000,-14100000,-17757000,99109000,67.9375,129029000.0,0.118873,0.768114,81352000.0,0.630494,0.0,-0.649242,0.071235,0.749366,0 to 1 okay
HCSG,$100M-$500M,11671000,790652000,6907000,-743000,-16290000,107.9395,417230000.0,0.027973,-0.039043,-17033000.0,-0.040824,0.016554,0.067016,0.527704,-0.163437,-1 to 0 mixed
HD,$10B-$50B,3873000000,76530000000,-6188000000,-903000000,5614000000,-2.2563,37257000000.0,0.103954,0.150683,4711000000.0,0.126446,0.0,-0.046729,0.486829,0.2304,0 to 1 okay
HE,$500M-$1B,55194000,17243821000,71139000,-137468000,180952000,67.9978,928237000.0,0.059461,0.194942,43484000.0,0.046846,0.076639,-0.13548,0.05383,0.029668,0 to 1 okay
HELE,$2B-$10B,223764000,2913715000,286352000,-438914000,140823000,-74.1967,2223355000.0,0.100642,0.063338,-298091000.0,-0.134073,0.128793,0.037304,0.763065,-0.236832,-1 to 0 mixed
HG,$100M-$500M,53002000,6671355000,-3117000,-132129000,12086000,96.6787,322381000.0,0.164408,0.03749,-120043000.0,-0.372364,0.0,0.126918,0.048323,-0.461792,-1 to 0 mixed
HGV,$500M-$1B,73000000,8685000000,183000000,-11000000,26000000,14.1767,934000000.0,0.078158,0.027837,15000000.0,0.01606,0.195931,0.050321,0.107542,-0.202355,-1 to 0 mixed
HIG,$2B-$10B,535000000,76780000000,-545000000,-446000000,871000000,34.9266,5910000000.0,0.090525,0.147377,425000000.0,0.071912,0.0,-0.056853,0.076973,0.162437,0 to 1 okay
HII,$2B-$10B,129000000,11215000000,-80000000,-60000000,-9000000,44.612,2674000000.0,0.048242,-0.003366,-69000000.0,-0.025804,0.0,0.051608,0.238431,-0.080778,-1 to 0 mixed
HIMS,$100M-$500M,-10067000,441186000,-3412000,-4113000,9483000,44.6569,190770000.0,-0.05277,0.049709,5370000.0,0.028149,0.0,-0.102479,0.432403,-0.024621,-1 to 0 mixed
HLF,$1B-$2B,29300000,2809400000,-76000000,-30200000,46200000,59.6525,1252100000.0,0.023401,0.036898,16000000.0,0.012779,0.0,-0.013497,0.445682,0.036179,0 to 1 okay
HLIO,$100M-$500M,13900000,1590400000,73800000,-94600000,12300000,43.3117,213200000.0,0.065197,0.057692,-82300000.0,-0.386023,0.346154,0.007505,0.134054,-0.681989,-1 to 0 mixed
HLIT,$100M-$500M,5093000,768206000,-3420000,-2331000,6270000,-11.4698,157649000.0,0.032306,0.039772,3939000.0,0.024986,0.0,-0.007466,0.205217,0.057292,0 to 1 okay
HLMN,$100M-$500M,-9132000,2331101000,-8759000,-18524000,31507000,-0.5096,349707000.0,-0.026113,0.090095,12983000.0,0.037125,0.0,-0.116209,0.150018,0.011012,0 to 1 okay
HLNE,$100M-$500M,145986000,1140543000,-113216000,-70487000,169523000,-23.5641,367919000.0,0.396788,0.460762,99036000.0,0.269179,0.0,-0.063973,0.322582,0.665967,0 to 1 okay
HLT,$2B-$10B,206000000,15401000000,-547000000,-85000000,330000000,51.7533,2293000000.0,0.089839,0.143916,245000000.0,0.106847,0.0,-0.054078,0.148886,0.196686,0 to 1 okay
HLX,$100M-$500M,-5165000,2556036000,-9424000,-6300000,-5392000,-17.8482,250084000.0,-0.020653,-0.021561,-11692000.0,-0.046752,0.0,0.000908,0.097841,-0.069221,-1 to 0 mixed
HMN,$100M-$500M,6600000,14049900000,-6500000,-95300000,86400000,39.7928,353900000.0,0.018649,0.244137,-8900000.0,-0.025148,0.0,-0.225487,0.025189,-0.006499,-1 to 0 mixed
HNI,$100M-$500M,1600000,1928800000,2100000,-20000000,17300000,-16.5407,479100000.0,0.00334,0.036109,-2700000.0,-0.005636,0.004383,-0.03277,0.248393,-0.006679,-1 to 0 mixed
HON,$2B-$10B,1394000000,61525000000,-1973000000,-29000000,-784000000,15.7224,8864000000.0,0.157265,-0.088448,-813000000.0,-0.091719,0.0,0.245713,0.144072,-0.42588,-1 to 0 mixed
HOV,$1B-$2B,18716000,2492940000,-56988000,-20455000,65967000,-16.8917,1219027000.0,0.015353,0.054114,45512000.0,0.037335,0.0,-0.038761,0.488992,0.052688,0 to 1 okay
HP,$1B-$2B,97145000,4381956000,-263154000,-119206000,326254000,6.2517,1488859000.0,0.065248,0.21913,207048000.0,0.139065,0.0,-0.153882,0.33977,0.204313,0 to 1 okay
HPE,$10B-$50B,919000000,57153000000,163000000,-2170000000,60000000,33.3724,14782000000.0,0.06217,0.004059,-2110000000.0,-0.142741,0.011027,0.058111,0.258639,-0.20782,-1 to 0 mixed
HPP,$100M-$500M,-14817000,8282050000,-205848000,10499000,92516000,-73.4862,252263000.0,-0.058736,0.366744,103015000.0,0.408363,0.0,-0.425481,0.030459,0.349627,0 to 1 okay
HPQ,$10B-$50B,469000000,37004000000,-1384000000,-441000000,620000000,-44.0341,26705000000.0,0.017562,0.023217,179000000.0,0.006703,0.0,-0.005654,0.721679,0.024265,0 to 1 okay
HQY,$100M-$500M,4094000,3163790000,-51027000,-9135000,31538000,-3.2601,244432000.0,0.016749,0.129026,22403000.0,0.091653,0.0,-0.112277,0.077259,0.108402,0 to 1 okay
HRI,$500M-$1B,67000000,7061000000,202000000,-451000000,235000000,-7.0523,740000000.0,0.090541,0.317568,-216000000.0,-0.291892,0.272973,-0.227027,0.104801,-0.474324,-1 to 0 mixed
HRL,$2B-$10B,434958000,13448772000,-306739000,-511068000,411754000,-29.2579,6674911000.0,0.065163,0.061687,-99314000.0,-0.014879,0.0,0.003476,0.496321,0.043332,0 to 1 okay
HRMY,$100M-$500M,29485000,811448000,3409000,-1790000,42559000,2.9915,119126000.0,0.247511,0.35726,40769000.0,0.342234,0.028617,-0.109749,0.146807,0.561129,0 to 1 okay
HRTG,$100M-$500M,14008000,2153200000,-2379000,36525000,14946000,328.0057,176921000.0,0.079177,0.084478,51471000.0,0.290926,0.0,-0.005302,0.082167,0.370103,0 to 1 okay
HSIC,$2B-$10B,121000000,10573000000,21000000,-39000000,27000000,20.6362,3060000000.0,0.039542,0.008824,-12000000.0,-0.003922,0.006863,0.030719,0.289416,-0.03268,-1 to 0 mixed
HST,$1B-$2B,287000000,12243000000,-308000000,-105000000,308000000,17.1045,1381000000.0,0.20782,0.223027,203000000.0,0.146995,0.0,-0.015206,0.112799,0.354815,0 to 1 okay
HSY,$2B-$10B,587185000,11902941000,-552248000,-188317000,755397000,2.0435,2987614000.0,0.19654,0.252843,567080000.0,0.18981,0.0,-0.056303,0.250998,0.38635,0 to 1 okay
HTH,$100M-$500M,25800000,16466996000,403845000,-142264000,-108457000,18.3157,111812000.0,0.230744,-0.969994,-250721000.0,-2.242344,3.611822,1.200739,0.00679,-6.170733,<=-2 bad
HTLD,$100M-$500M,12612000,1509646000,-47366000,-12801000,66442000,7.2764,330916000.0,0.038112,0.200782,53641000.0,0.162099,0.0,-0.16267,0.219201,0.200211,0 to 1 okay
HTO,$100M-$500M,11530000,4345067000,15411000,-55029000,50607000,8.871,137296000.0,0.083979,0.368598,-4422000.0,-0.032208,0.112247,-0.284619,0.031598,-0.060475,-1 to 0 mixed
HTZ,$2B-$10B,196000000,24605000000,739000000,-1488000000,562000000,58.7324,2047000000.0,0.09575,0.274548,-926000000.0,-0.452369,0.361016,-0.178798,0.083194,-0.717636,-1 to 0 mixed
HUBB,$1B-$2B,181900000,6914000000,-91800000,-35100000,113700000,48.563,1285400000.0,0.141512,0.088455,78600000.0,0.061148,0.0,0.053057,0.185913,0.096546,0 to 1 okay
HUBS,$500M-$1B,-36720000,3071392000,10056000,-98711000,81070000,-60.9436,501620000.0,-0.073203,0.161616,-17641000.0,-0.035168,0.020047,-0.234819,0.16332,-0.128418,-1 to 0 mixed
