quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,CWAN,1866368,ok,True,10-Q,2024-08-01,0001628280-24-034169,1,0,2024-07-31,0001628280-24-033751,,False,missing_ex99_1_for_item_202
2024Q3,CWCO,928340,ok,True,10-Q,2024-08-14,0001558370-24-012242,1,1,2024-08-15,0001558370-24-012298,cwco-20240814xex99d1.htm,True,included
2024Q3,CWH,1669779,ok,True,10-Q,2024-08-01,0001558370-24-010595,1,1,2024-07-31,0001558370-24-010477,cwh-20240731xex99d1.htm,True,included
2024Q3,CWK,1628369,ok,True,10-Q,2024-07-30,0001628369-24-000015,1,1,2024-07-29,0001628369-24-000013,cwk-ex991q22024.htm,True,included
2024Q3,CWST,911177,ok,True,10-Q,2024-08-02,0000911177-24-000079,1,1,2024-08-01,0000911177-24-000076,cwst-ex99163024.htm;cwst-ex99263024.htm,True,included
2024Q3,CWT,1035201,ok,True,10-Q,2024-08-01,0001035201-24-000010,1,1,2024-08-01,0001104659-24-084688,tm2420628d1_ex99-1.htm;tm2420628d1_ex99-2.htm,True,included
2024Q3,CXM,1569345,ok,True,10-Q,2024-09-04,0001569345-24-000046,1,1,2024-09-04,0001569345-24-000044,q2fy25-earningsreleasemanu.htm,True,included
2024Q3,CXW,1070985,ok,True,10-Q,2024-08-08,0000950170-24-093575,1,1,2024-08-07,0001193125-24-195876,d819493dex991.htm,True,included
2024Q3,CYH,1108109,ok,True,10-Q,2024-07-25,0000950170-24-086552,1,1,2024-07-24,0000950170-24-086087,cyh-ex99_1.htm,True,included
2024Q3,CYN,1874097,ok,True,10-Q,2024-08-08,0001213900-24-066682,1,1,2024-08-09,0001213900-24-067213,ea021094601ex99-1_cyngn.htm,True,included
2024Q3,CYRX,1124524,ok,True,10-Q,2024-08-08,0001558370-24-011562,1,1,2024-08-06,0001104659-24-086344,tm2421008d2_ex99-1.htm,True,included
2024Q3,CYTK,1061983,ok,True,10-Q,2024-08-09,0000950170-24-094743,1,1,2024-08-08,0000950170-24-093855,cytk-ex99_1.htm,True,included
2024Q3,CZR,1590895,ok,True,10-Q,2024-07-30,0001590895-24-000124,1,1,2024-07-30,0001590895-24-000122,ex991-2024q2ceiearningsrel.htm,True,included
2024Q3,D,715957,ok,True,10-Q,2024-08-01,0000950170-24-089020,1,1,2024-08-01,0000950170-24-088954,d-ex99.htm,True,included
2024Q3,DAKT,915779,ok,True,10-Q,2024-09-04,0000915779-24-000083,1,0,2024-09-04,0000915779-24-000081,,False,missing_ex99_1_for_item_202
2024Q3,DAL,27904,ok,True,10-Q,2024-07-11,0000027904-24-000009,1,1,2024-07-11,0001683168-24-004743,delta_ex9901.htm;delta_ex9902.htm,True,included
2024Q3,DAN,26780,ok,True,10-Q,2024-07-31,0001437749-24-024009,1,1,2024-07-31,0001193125-24-189452,d788827dex991.htm,True,included
2024Q3,DASH,1792789,ok,True,10-Q,2024-08-01,0001628280-24-034131,1,1,2024-08-01,0001628280-24-034129,dashq22024ex991-pressrelea.htm,True,included
2024Q3,DAVE,1841408,ok,True,10-Q,2024-08-06,0000950170-24-091896,1,1,2024-08-06,0001193125-24-194330,d862777dex991.htm,True,included
2024Q3,DBD,28823,ok,True,10-Q,2024-08-07,0000028823-24-000076,1,1,2024-08-07,0000028823-24-000074,ex-991q22024erlive.htm,True,included
2024Q3,DBI,1319947,ok,True,10-Q,2024-09-11,0001319947-24-000046,1,1,2024-09-11,0001319947-24-000043,q220248-kex991pressrelease.htm,True,included
2024Q3,DBRG,1679688,ok,True,10-Q,2024-08-08,0001679688-24-000096,1,1,2024-08-07,0001679688-24-000092,digitalbridge-2q24xearni.htm,True,included
2024Q3,DBX,1467623,ok,True,10-Q,2024-08-09,0001467623-24-000041,1,1,2024-08-08,0001467623-24-000039,q22024er-exhibit991q2xq4.htm,True,included
2024Q3,DCGO,1822359,ok,True,10-Q,2024-08-07,0001822359-24-000081,1,1,2024-08-07,0001822359-24-000079,ex-991.htm;ex-992.htm,True,included
2024Q3,DCH,1062231,ok,True,10-Q,2024-08-09,0001062231-24-000084,1,1,2024-08-09,0001062231-24-000082,axl-q2_2024xex991xir.htm,True,included
2024Q3,DCO,30305,ok,True,10-Q,2024-08-08,0001628280-24-035846,1,1,2024-08-08,0001628280-24-035845,ex99_1q22024earningsrelease.htm,True,included
2024Q3,DCOM,846617,ok,True,10-Q,2024-08-01,0000846617-24-000053,1,1,2024-07-23,0000846617-24-000048,dcom-20240723xex99d1.htm,True,included
2024Q3,DCTH,872912,ok,True,10-Q,2024-08-05,0001628280-24-034769,1,1,2024-08-05,0001628280-24-034736,dcth-q224erex991.htm,True,included
2024Q3,DD,1666700,ok,True,10-Q,2024-07-31,0001666700-24-000031,1,1,2024-07-31,0001666700-24-000028,exhibit991enrschedules-2q24.htm,True,included
2024Q3,DDD,910638,ok,True,10-Q,2024-08-29,0000910638-24-000041,3,3,2024-08-13;2024-08-20;2024-08-29,0001193125-24-199841;0001193125-24-203682;0001193125-24-209913,d832946dex991.htm;d690946dex991.htm;d189782dex991.htm,True,included
2024Q3,DDOG,1561550,ok,True,10-Q,2024-08-09,0001561550-24-000112,1,1,2024-08-08,0001561550-24-000109,ex-991x20240630x8k.htm,True,included
2024Q3,DE,315189,ok,True,10-Q,2024-08-29,0001558370-24-012529,1,1,2024-08-15,0001558370-24-012287,de-20240815xex99d1.htm;de-20240815xex99d2.htm,True,included
2024Q3,DEA,1622194,ok,True,10-Q,2024-07-31,0000950170-24-088240,1,1,2024-07-31,0000950170-24-088222,dea-ex99_1.htm;dea-ex99_2.htm,True,included
2024Q3,DECK,910521,ok,True,10-Q,2024-08-01,0000910521-24-000042,1,1,2024-07-25,0000910521-24-000037,deckex991pressrelease-6302.htm,True,included
2024Q3,DEI,1364250,ok,True,10-Q,2024-08-09,0001364250-24-000040,1,1,2024-08-08,0001364250-24-000037,a2024q2epexhibit991.htm,True,included
2024Q3,DELL,1571996,ok,True,10-Q,2024-09-10,0001571996-24-000090,1,1,2024-08-29,0001571996-24-000081,exhibit991earnings8kq2fy25.htm,True,included
2024Q3,DFH,1825088,ok,True,10-Q,2024-08-01,0001825088-24-000056,1,0,2024-08-01,0001825088-24-000053,,False,missing_ex99_1_for_item_202
2024Q3,DFIN,1669811,ok,True,10-Q,2024-07-31,0000950170-24-088551,1,1,2024-07-31,0000950170-24-088229,dfin-ex99_1.htm,True,included
2024Q3,DFLI,1847986,ok,True,10-Q,2024-08-14,0001493152-24-032322,1,1,2024-08-14,0001493152-24-032312,ex99-1.htm;ex99-2.htm,True,included
2024Q3,DG,29534,ok,True,10-Q,2024-08-29,0001558370-24-012525,1,1,2024-08-29,0001104659-24-094354,tm2422849d1_ex99.htm,True,included
2024Q3,DGICA,800457,ok,True,10-Q,2024-08-07,0001140361-24-036147,1,0,2024-07-25,0001171843-24-004124,,False,missing_ex99_1_for_item_202
2024Q3,DGII,854775,ok,True,10-Q,2024-08-07,0000854775-24-000029,1,1,2024-08-07,0000854775-24-000027,dgii-ex991_20240807.htm,True,included
2024Q3,DGX,1022079,ok,True,10-Q,2024-07-24,0001022079-24-000156,1,1,2024-07-23,0001022079-24-000153,dgx063020248-kex991.htm,True,included
2024Q3,DH,1861795,ok,True,10-Q,2024-08-05,0000950170-24-090808,2,1,2024-07-30;2024-08-05,0000950170-24-087900;0000950170-24-090774,dh-ex99_1.htm,True,included
2024Q3,DHC,1075415,ok,True,10-Q,2024-08-01,0001075415-24-000023,1,0,2024-08-01,0001075415-24-000022,,False,missing_ex99_1_for_item_202
2024Q3,DHCNI,1075415,ok,True,10-Q,2024-08-01,0001075415-24-000023,1,0,2024-08-01,0001075415-24-000022,,False,missing_ex99_1_for_item_202
2024Q3,DHI,882184,ok,True,10-Q,2024-07-23,0000882184-24-000039,1,1,2024-07-18,0000882184-24-000034,a6302024exhibit991.htm,True,included
2024Q3,DHIL,909108,ok,True,10-Q,2024-07-31,0000909108-24-000033,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DHR,313616,ok,True,10-Q,2024-07-23,0000313616-24-000186,1,1,2024-07-23,0000313616-24-000188,dhr-20240723xex991.htm,True,included
2024Q3,DIBS,1600641,ok,True,10-Q,2024-08-07,0001600641-24-000154,1,1,2024-08-06,0001600641-24-000152,ex991q2fy24earningsrelease.htm,True,included
2024Q3,DIN,49754,ok,True,10-Q,2024-08-07,0001628280-24-035379,1,1,2024-08-07,0001193125-24-195411,d859070dex991.htm,True,included
2024Q3,DIOD,29002,ok,True,10-Q,2024-08-08,0000950170-24-094180,2,2,2024-08-08;2024-08-12,0000950170-24-094168;0000950170-24-095528,diod-ex99_1.htm;diod-ex99_2.htm;diod-ex99_3.htm;diod-ex99_1.htm,True,included
2024Q3,DIS,1744489,ok,True,10-Q,2024-08-07,0001744489-24-000232,1,1,2024-08-07,0001744489-24-000231,fy2024_q3xprxex991.htm,True,included
2024Q3,DJCO,783412,ok,True,10-Q,2024-08-14,0001437749-24-026890,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DJT,1849635,ok,True,10-Q,2024-08-09,0001140361-24-036633,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DJTWW,1849635,ok,True,10-Q,2024-08-09,0001140361-24-036633,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DK,1694426,ok,True,10-Q,2024-08-07,0001694426-24-000109,1,1,2024-08-06,0001694426-24-000106,dk-ex991earningsreleasex06.htm;dk2q24earningsslides.htm,True,included
2024Q3,DLHC,785557,ok,True,10-Q,2024-07-31,0000785557-24-000050,1,1,2024-07-31,0000785557-24-000052,ex991earnrelfy24q3.htm,True,included
2024Q3,DLR,1297996,ok,True,10-Q,2024-08-02,0001558370-24-010734,1,1,2024-07-25,0001558370-24-010180,dlr-20240725xex99d1.htm;dlr-20240725xex99d2.htm,True,included
2024Q3,DLTR,935703,ok,True,10-Q,2024-09-04,0000935703-24-000041,1,1,2024-09-04,0000935703-24-000039,ex991q2-24earningspr.htm,True,included
2024Q3,DLX,27996,ok,True,10-Q,2024-08-02,0000027996-24-000141,1,1,2024-07-31,0000027996-24-000139,exhibit991073120248-k.htm,True,included
2024Q3,DMRC,1438231,ok,True,10-Q,2024-08-14,0001437749-24-026877,1,0,2024-08-13,0001437749-24-026377,,False,missing_ex99_1_for_item_202
2024Q3,DNA,1830214,ok,True,10-Q,2024-08-08,0001628280-24-036231,1,1,2024-08-08,0001628280-24-036226,ex991earningspr.htm,True,included
2024Q3,DNLI,1714899,ok,True,10-Q,2024-08-01,0001714899-24-000169,1,1,2024-08-01,0001714899-24-000168,ex991pressreleaseq22024.htm,True,included
2024Q3,DNOW,1599617,ok,True,10-Q,2024-08-07,0000950170-24-092492,1,1,2024-08-07,0001193125-24-195396,d834357dex991.htm,True,included
2024Q3,DNTH,1690585,ok,True,10-Q,2024-08-08,0000950170-24-093948,1,1,2024-08-08,0000950170-24-093920,dnth-ex99_1.htm,True,included
2024Q3,DNUT,1857154,ok,True,10-Q,2024-08-08,0001857154-24-000090,1,1,2024-08-08,0001857154-24-000088,exh991q2pressrelease2024.htm,True,included
2024Q3,DOC,765880,ok,True,10-Q,2024-07-26,0001628280-24-033154,1,1,2024-07-25,0001628280-24-032991,ex99106302024.htm;ex99106302024.pdf;ex99206302024.htm;ex99206302024.pdf;ex99306302024.htm;ex99306302024.pdf,True,included
2024Q3,DOCN,1582961,ok,True,10-Q,2024-08-08,0001582961-24-000122,1,1,2024-08-08,0001582961-24-000120,a2024-q2dopressrelease.htm,True,included
2024Q3,DOCU,1261333,ok,True,10-Q,2024-09-06,0001261333-24-000121,1,1,2024-09-05,0001261333-24-000118,q225ex-991er.htm,True,included
2024Q3,DOMO,1505952,ok,True,10-Q,2024-09-06,0001505952-24-000054,1,1,2024-08-29,0001505952-24-000050,domofy25q2earningsrelease.htm,True,included
2024Q3,DORM,868780,ok,True,10-Q,2024-08-02,0000868780-24-000033,1,0,2024-08-01,0000868780-24-000030,,False,missing_ex99_1_for_item_202
2024Q3,DOV,29905,ok,True,10-Q,2024-07-25,0000029905-24-000035,1,1,2024-07-25,0000029905-24-000033,a202425078-kexhibit991pr.htm,True,included
2024Q3,DOW,1751788,ok,True,10-Q,2024-07-26,0001751788-24-000138,1,1,2024-07-25,0001751788-24-000135,exhibit991enrschedules2q24.htm,True,included
2024Q3,DPZ,1286681,ok,True,10-Q,2024-07-18,0000950170-24-084431,1,1,2024-07-18,0000950170-24-084430,dpz-ex99_1.htm,True,included
2024Q3,DRCT,0001880613,ok,True,10-Q,2023-11-09,0001558370-23-018620,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DRH,1298946,ok,True,10-Q,2024-08-02,0001298946-24-000095,1,1,2024-08-01,0001298946-24-000091,drhlogopressreleasea35.gif;exhibit9912q2024.htm,True,included
2024Q3,DRI,940944,ok,True,10-Q,2024-09-27,0000940944-24-000055,1,1,2024-09-19,0000940944-24-000044,exhibit991-q1fy25.htm,True,included
2024Q3,DRS,1833756,ok,True,10-Q,2024-07-30,0001628280-24-033473,1,1,2024-07-30,0001628280-24-033350,q22024earningspressrelease.htm,True,included
2024Q3,DRVN,1804745,ok,True,10-Q,2024-08-08,0001804745-24-000020,1,1,2024-08-01,0001193125-24-190597,d877753dex991.htm;d877753dex992.htm,True,included
2024Q3,DSGN,1807120,ok,True,10-Q,2024-08-05,0000950170-24-090337,1,1,2024-08-05,0000950170-24-090332,dsgn-ex99_1.htm,True,included
2024Q3,DSGR,703604,ok,True,10-Q,2024-08-01,0000703604-24-000079,1,1,2024-08-01,0000703604-24-000077,a2024q2pressrelease.htm,True,included
2024Q3,DSP,1828791,ok,True,10-Q,2024-08-12,0001828791-24-000041,1,0,2024-08-12,0001828791-24-000039,,False,missing_ex99_1_for_item_202
2024Q3,DTE,936340,ok,True,10-Q,2024-07-25,0000936340-24-000178,2,2,2024-07-25;2024-08-01,0000936340-24-000176;0000936340-24-000180,exhibit991-063024.htm;q224presentationfinal-ve.htm;dtegas-exhibit991x63024.htm,True,included
2024Q3,DTIL,1357874,ok,True,10-Q,2024-08-01,0000950170-24-088951,1,1,2024-08-01,0000950170-24-088950,dtil-ex99_1.htm,True,included
2024Q3,DTSS,1631282,ok,True,10-K,2024-09-26,0001213900-24-082285,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DTST,1419951,ok,True,10-Q,2024-08-14,0001731122-24-001251,1,1,2024-08-14,0001731122-24-001241,e5872_ex99-1.htm,True,included
2024Q3,DUK,1326160,ok,True,10-Q,2024-08-06,0001326160-24-000167,1,1,2024-08-06,0001326160-24-000164,er-20240630xearningsreleas.htm,True,included
2024Q3,DUOL,1562088,ok,True,10-Q,2024-08-08,0001562088-24-000207,1,1,2024-08-07,0001562088-24-000203,q2fy24duolingo06-30x24pres.htm,True,included
2024Q3,DVA,927066,ok,True,10-Q,2024-08-06,0000927066-24-000128,1,1,2024-08-06,0000927066-24-000126,dva-63024ex991.htm,True,included
2024Q3,DVLT,1682149,ok,True,10-Q,2024-08-14,0001410578-24-001446,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,DVN,1090012,ok,True,10-Q,2024-08-07,0000950170-24-092424,1,1,2024-08-06,0001193125-24-194945,d816697dex991.htm;d816697dex992.htm,True,included
2024Q3,DXCM,1093557,ok,True,10-Q,2024-07-25,0001093557-24-000144,1,0,2024-07-25,0001093557-24-000143,,False,missing_ex99_1_for_item_202
2024Q3,DXLG,813298,ok,True,10-Q,2024-08-29,0000950170-24-101685,1,1,2024-08-29,0000950170-24-101579,dxlg-ex99_1.htm,True,included
2024Q3,DXPE,1020710,ok,True,10-Q,2024-08-08,0001020710-24-000072,1,1,2024-08-08,0001020710-24-000070,earningsrelease6302024.htm,True,included
2024Q3,DY,67215,ok,True,10-Q,2024-08-22,0000067215-24-000040,1,1,2024-08-21,0000067215-24-000035,dyfy2025q2earningsreleasee.htm;q22025presentationmateri.htm,True,included
2024Q3,EA,712515,ok,True,10-Q,2024-08-02,0000712515-24-000039,1,1,2024-07-30,0000712515-24-000027,earningspressrelease2024_0.htm,True,included
2024Q3,EAT,703351,ok,True,10-K,2024-08-21,0000703351-24-000030,1,1,2024-08-14,0000703351-24-000027,fy24q4ex991-earningsrelease.htm,True,included
2024Q3,EB,1475115,ok,True,10-Q,2024-08-08,0001475115-24-000163,1,1,2024-08-08,0001475115-24-000161,earningspressreleasedateda.htm;shareholderletterq22024f.htm,True,included
2024Q3,EBAY,1065088,ok,True,10-Q,2024-08-01,0001065088-24-000145,1,1,2024-07-31,0001065088-24-000143,exhibit991erebayq22024.htm,True,included
2024Q3,EBC,1810546,ok,True,10-Q,2024-08-07,0001628280-24-035518,1,1,2024-07-25,0001628280-24-032992,ebc-20240630xq22024earning.htm,True,included
2024Q3,EBF,33002,ok,True,10-Q,2024-06-26,0000950170-24-077829,1,1,2024-09-23,0000950170-24-108690,ebf-ex99_1.htm,True,included
2024Q3,EBS,1367644,ok,True,10-Q,2024-08-07,0001367644-24-000147,1,1,2024-08-06,0001367644-24-000142,ebs2024-06x30ex99earningsr.htm,True,included
2024Q3,ECL,31462,ok,True,10-Q,2024-08-02,0001558370-24-010647,1,1,2024-07-30,0001558370-24-010319,ecl-20240730xex99d1.htm;ecl-20240730xex99d2.htm,True,included
2024Q3,ECPG,1084961,ok,True,10-Q,2024-08-07,0001084961-24-000085,1,1,2024-08-07,0001084961-24-000082,exhibit991ecpgq22024earnin.htm;exhibit992-pressreleaseorg.htm,True,included
2024Q3,ECVT,1708035,ok,True,10-Q,2024-08-02,0001708035-24-000101,1,1,2024-08-01,0001708035-24-000097,ex991-ecvt2q24earningsrele.htm,True,included
2024Q3,ED,1047862,ok,True,10-Q,2024-08-01,0001047862-24-000049,1,1,2024-08-01,0001047862-24-000048,a2q2024earningsreleasepr.htm,True,included
2024Q3,EDBL,0001809750,ok,True,10-Q,2024-08-14,0001477932-24-004821,3,3,2024-07-24;2024-07-31;2024-08-14,0001477932-24-004345;0001477932-24-004446;0001477932-24-004761,edbl_ex991.htm;edbl_ex991.htm;edbl_ex991.htm,True,included
2024Q3,EDIT,1650664,ok,True,10-Q,2024-08-07,0001650664-24-000097,1,1,2024-08-07,0001650664-24-000094,editasmedicinepressrelease.htm,True,included
2024Q3,EE,0001888447,ok,True,10-Q,2024-08-09,0000950170-24-094614,1,1,2024-08-07,0000950170-24-092958,ee-ex99_1.htm,True,included
2024Q3,EEFT,1029199,ok,True,10-Q,2024-08-02,0001213900-24-064727,1,1,2024-07-19,0001213900-24-062722,ex991_1.htm,True,included
2024Q3,EEX,1579214,ok,True,10-Q,2024-08-07,0000950170-24-092228,1,1,2024-08-07,0000950170-24-092231,eex-ex99_1.htm;eex-ex99_2.htm,True,included
2024Q3,EFX,33185,ok,True,10-Q,2024-07-22,0000033185-24-000049,1,1,2024-07-17,0000033185-24-000042,exhibit99120240630.htm,True,included
2024Q3,EG,1095073,ok,True,10-Q,2024-08-02,0001095073-24-000037,1,1,2024-07-31,0001095073-24-000032,earningsrelease-exx991q220.htm,True,included
2024Q3,EGAN,1066194,ok,True,10-K,2024-09-12,0001558370-24-012767,1,1,2024-09-05,0001558370-24-012608,egan-20240905xex99d1.htm,True,included
2024Q3,EGHT,1023731,ok,True,10-Q,2024-08-08,0001023731-24-000073,1,0,2024-08-07,0001023731-24-000071,,False,missing_ex99_1_for_item_202
2024Q3,EGY,894627,ok,True,10-Q,2024-08-09,0001437749-24-025625,1,0,2024-08-07,0001437749-24-024998,,False,missing_ex99_1_for_item_202
2024Q3,EHAB,0001803737,ok,True,10-Q,2024-08-08,0001803737-24-000165,2,2,2024-07-15;2024-08-06,0001803737-24-000120;0001803737-24-000151,q22024enhabitpreliminaryea.htm;enhabit_earningsxslidesx.htm;q22024enhabitearningsrelea.htm,True,included
2024Q3,EHTH,1333493,ok,True,10-Q,2024-08-07,0001333493-24-000126,1,1,2024-08-07,0001333493-24-000122,a2q24earningsslides_fina.htm;exhibit9912024q2earningsre.htm;exhibit993ceotransitionpre.htm,True,included
2024Q3,EIG,1379041,ok,True,10-Q,2024-08-02,0001379041-24-000146,1,1,2024-07-31,0001379041-24-000141,ex991_pressreleasex6302024.htm;ex992_finsupplementx6302024.htm,True,included
2024Q3,EIX,827052,ok,True,10-Q,2024-07-25,0000827052-24-000055,1,1,2024-07-25,0000827052-24-000054,eix-20240725xex99d1.htm;eix-20240725xex99d2.htm;eix-20240725xex99d3.htm,True,included
2024Q3,EL,1001250,ok,True,10-K,2024-08-19,0001001250-24-000116,1,1,2024-08-19,0001001250-24-000112,elq4fy2024exhibit991.htm,True,included
2024Q3,ELDN,1404281,ok,True,10-Q,2024-08-19,0000950170-24-098590,1,1,2024-08-14,0000950170-24-097206,eldn-ex99_1.htm,True,included
2024Q3,ELV,1156039,ok,True,10-Q,2024-07-17,0001156039-24-000104,1,1,2024-07-17,0001156039-24-000101,a2q2024elvearningsrelease.htm,True,included
2024Q3,EMBC,0001872789,ok,True,10-Q,2024-08-09,0001872789-24-000028,1,1,2024-08-09,0001872789-24-000026,q32024ex-991.htm,True,included
2024Q3,EME,105634,ok,True,10-Q,2024-07-25,0000105634-24-000029,1,1,2024-07-25,0000105634-24-000031,eme-ex991_2024630xq2.htm,True,included
2024Q3,EML,31107,ok,True,10-Q,2024-08-06,0001654954-24-010035,1,1,2024-08-06,0001654954-24-010037,eml_ex991.htm,True,included
2024Q3,EMPD,1829794,ok,True,10-Q,2024-08-06,0001683168-24-005280,1,1,2024-08-06,0001683168-24-005281,volcon_ex9901.htm,True,included
2024Q3,EMR,32604,ok,True,10-Q,2024-08-07,0000032604-24-000036,1,1,2024-08-07,0000032604-24-000035,a2024q3release_ex991.htm,True,included
2024Q3,ENOV,1420800,ok,True,10-Q,2024-08-07,0001420800-24-000022,1,1,2024-08-07,0001420800-24-000019,q22024earningspressrelease.htm,True,included
2024Q3,ENPH,1463101,ok,True,10-Q,2024-07-23,0001463101-24-000119,1,1,2024-07-23,0001463101-24-000116,a2024q2exx991pressrelease.htm,True,included
2024Q3,ENR,1632790,ok,True,10-Q,2024-08-06,0001632790-24-000063,1,1,2024-08-06,0001632790-24-000060,enrpr6302024.htm;q324earningsslidesfinalf.htm,True,included
2024Q3,ENS,1289308,ok,True,10-Q,2024-08-07,0001289308-24-000028,1,1,2024-08-07,0001289308-24-000029,ex991_earningsx1qfy25.htm;ex992_dividendx1qfy25.htm,True,included
2024Q3,ENSG,1125376,ok,True,10-Q,2024-07-25,0001125376-24-000135,1,1,2024-07-25,0001125376-24-000136,q22024pressrelease.htm,True,included
2024Q3,ENTA,1177648,ok,True,10-Q,2024-08-07,0000950170-24-092714,1,1,2024-08-05,0000950170-24-090722,enta-ex99_1.htm,True,included
2024Q3,ENTG,1101302,ok,True,10-Q,2024-07-31,0001101302-24-000053,1,1,2024-07-31,0001101302-24-000049,entgq22024ex991.htm;entgq22024ex992.htm,True,included
2024Q3,ENVA,1529864,ok,True,10-Q,2024-07-24,0000950170-24-086053,1,1,2024-07-23,0000950170-24-085640,enva-ex99_1.htm,True,included
2024Q3,ENVX,1828318,ok,True,10-Q,2024-08-05,0001628280-24-034500,1,1,2024-07-31,0001828318-24-000155,envx8k-q22024x07312024ex991.htm,True,included
2024Q3,EOG,821189,ok,True,10-Q,2024-08-01,0000821189-24-000031,1,0,2024-08-01,0000821189-24-000030,,False,missing_ex99_1_for_item_202
2024Q3,EOLS,1570562,ok,True,10-Q,2024-07-31,0001570562-24-000116,1,1,2024-07-31,0001570562-24-000114,q22024eolsex991.htm,True,included
2024Q3,EPAC,6955,ok,True,10-Q,2024-06-25,0000006955-24-000042,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,EPAM,1352010,ok,True,10-Q,2024-08-08,0001352010-24-000027,1,1,2024-08-08,0001352010-24-000024,exhibit99_q2x2024.htm,True,included
2024Q3,EPC,1096752,ok,True,10-Q,2024-08-06,0001628280-24-035205,1,1,2024-08-06,0001628280-24-034922,epcexhibit991063020241.htm,True,included
2024Q3,EPM,1006655,ok,True,10-K,2024-09-11,0001558370-24-012740,1,1,2024-09-10,0001558370-24-012701,epm-20240909xex99d1.htm;epm-20240909xex99d1001.gif,True,included
2024Q3,EPRT,1728951,ok,True,10-Q,2024-07-24,0001728951-24-000130,1,1,2024-07-24,0001728951-24-000127,earningsreleaseex991-worki.htm;eprt-20240724.htm;exhibit992q210q2024.htm,True,included
2024Q3,EQIX,1101239,ok,True,10-Q,2024-08-07,0001628280-24-035638,1,1,2024-08-07,0001628280-24-035620,eqix-063024xpruploadhyperl.htm,True,included
2024Q3,EQR,906107,ok,True,10-Q,2024-08-01,0000950170-24-089300,1,1,2024-07-29,0000950170-24-087329,eqr-ex99_1.htm,True,included
